attrInteger,attrInteger,attrInteger,attrInteger
1744303,595,174430300,1744304
1163706,934,116370600,1163707
1437344,392,143734400,1437345
498632,78,49863200,498633
1155839,798,115583900,1155840
1863054,174,186305400,1863055
765657,540,76565700,765658
903175,452,90317500,903176
604186,61,60418600,604187
1952079,609,195207900,1952080
255901,670,25590100,255902
1274765,479,127476500,1274766
885889,671,88588900,885890
1065759,115,106575900,1065760
16014,367,1601400,16015
1877916,545,187791600,1877917
916746,435,91674600,916736
817940,721,81794000,817941
583757,572,58375700,583758
1256270,733,125627000,1256271
1584258,476,158425800,1584259
1668772,187,166877200,1668773
846400,998,84640000,846390
1466759,948,146675900,1466760
1544909,690,154490900,1544910
901480,332,90148000,901470
1471453,378,147145300,1471454
1280533,541,128053300,1280534
1904871,374,190487100,1904872
1344428,857,134442800,1344429
1489004,431,148900400,1489005
1976906,963,197690600,1976907
542413,867,54241300,542414
1375119,191,137511900,1375120
1193001,675,119300100,1193002
974939,913,97493900,974940
254031,578,25403100,254032
473850,162,47385000,473851
227065,796,22706500,227066
1629302,583,162930200,1629303
1305275,876,130527500,1305276
1971247,365,197124700,1971248
273206,754,27320600,273207
314124,475,31412400,314125
1620947,23,162094700,1620948
648461,516,64846100,648462
1427946,168,142794600,1427947
5793,457,579300,5794
1337724,554,133772400,1337725
375617,401,37561700,375618
1704173,950,170417300,1704174
1459080,714,145908000,1459081
416137,80,41613700,416138
1684278,764,168427800,1684279
1908901,466,190890100,1908902
433162,116,43316200,433163
289,404,28900,290
1293766,543,129376600,1293767
325091,55,32509100,325092
1363018,209,136301800,1363019
1746961,623,174696100,1746962
1852266,117,185226600,1852267
725451,919,72545100,725452
435122,604,43512200,435123
359027,721,35902700,359028
495260,448,49526000,495261
792443,831,79244300,792433
293136,501,29313600,293137
1614833,629,161483300,1614834
1782636,998,178263600,1782637
972441,866,97244100,972442
1370600,384,137060000,1370601
148425,161,14842500,148426
1429123,938,142912300,1429124
1408201,408,140820100,1408202
1466162,124,146616200,1466163
321633,718,32163300,321623
1914240,657,191424000,1914241
447659,99,44765900,447660
154705,798,15470500,154706
42681,247,4268100,42671
646463,406,64646300,646464
693916,753,69391600,693917
1301515,539,130151500,1301516
1082777,164,108277700,1082778
1805531,152,180553100,1805532
233579,886,23357900,233580
24987,269,2498700,24988
1168089,213,116808900,1168090
368201,226,36820100,368202
1947018,92,194701800,1947019
150016,924,15001600,150017
2885,814,288500,2886
1211156,228,121115600,1211157
1552557,126,155255700,1552558
1038019,704,103801900,1038020
1461399,562,146139900,1461400
309220,211,30922000,309221
143913,383,14391300,143914
1611047,49,161104700,1611048
1456306,478,145630600,1456307
1005860,552,100586000,1005861
1977425,626,197742500,1977426
771945,21,77194500,771946
1699968,873,169996800,1699969
1507822,211,150782200,1507823
418486,240,41848600,418487
537827,11,53782700,537828
219413,194,21941300,219403
1768327,916,176832700,1768328
855913,259,85591300,855914
1644728,857,164472800,1644729
846901,641,84690100,846902
288247,287,28824700,288248
420029,537,42002900,420030
1664707,928,166470700,1664708
888561,375,88856100,888562
346874,408,34687400,346875
1041571,21,104157100,1041572
391759,485,39175900,391760
716515,989,71651500,716516
1332109,674,133210900,1332110
582082,778,58208200,582083
213982,967,21398200,213983
508091,946,50809100,508092
69260,272,6926000,69261
621657,149,62165700,621658
1414177,10,141417700,1414178
1566355,485,156635500,1566356
650490,934,65049000,650491
1564187,555,156418700,1564188
972985,199,97298500,972986
788895,99,78889500,788896
717257,218,71725700,717258
1273589,975,127358900,1273590
1378972,447,137897200,1378973
1438635,790,143863500,1438636
1114828,55,111482800,1114829
251854,502,25185400,251855
1499937,833,149993700,1499938
125792,517,12579200,125793
1549771,380,154977100,1549772
971961,934,97196100,971962
1928615,908,192861500,1928616
1702693,353,170269300,1702694
1355909,918,135590900,1355910
681605,613,68160500,681606
1543906,281,154390600,1543907
681457,69,68145700,681458
872208,952,87220800,872209
759381,833,75938100,759382
260115,553,26011500,260116
1837130,281,183713000,1837131
927100,154,92710000,927101
775694,170,77569400,775695
1760291,837,176029100,1760292
1225972,111,122597200,1225973
207165,191,20716500,207166
1739391,810,173939100,1739392
751876,270,75187600,751877
1551165,710,155116500,1551166
534885,820,53488500,534886
1697895,194,169789500,1697896
1813070,796,181307000,1813071
311321,722,31132100,311322
1135509,157,113550900,1135510
1485062,792,148506200,1485063
1859784,843,185978400,1859785
834653,754,83465300,834654
789395,179,78939500,789396
1120975,652,112097500,1120976
76631,516,7663100,76632
403843,463,40384300,403844
999646,644,99964600,999647
1856578,940,185657800,1856579
95706,561,9570600,95707
1674708,340,167470800,1674709
1252588,333,125258800,1252589
301575,588,30157500,301576
722890,532,72289000,722891
773775,155,77377500,773776
1934193,813,193419300,1934194
331304,962,33130400,331305
1515845,46,151584500,1515846
69376,780,6937600,69377
1194264,939,119426400,1194265
1694736,322,169473600,1694737
1805021,531,180502100,1805022
1605415,142,160541500,1605416
1302707,625,130270700,1302708
1079686,708,107968600,1079687
378612,521,37861200,378613
871780,847,87178000,871781
503151,883,50315100,503152
1396781,532,139678100,1396782
1756919,888,175691900,1756920
1928575,134,192857500,1928576
1691661,466,169166100,1691662
493219,737,49321900,493220
669077,91,66907700,669078
274845,853,27484500,274846
819899,161,81989900,819900
782447,343,78244700,782448
939881,392,93988100,939882
248951,200,24895100,248952
454741,737,45474100,454742
1396122,742,139612200,1396123
790617,209,79061700,790618
996716,307,99671600,996717
1273903,855,127390300,1273904
472959,65,47295900,472960
919016,609,91901600,919017
229530,81,22953000,229531
288765,972,28876500,288766
313869,91,31386900,313870
31372,97,3137200,31373
987516,517,98751600,987517
616396,673,61639600,616397
1180708,587,118070800,1180709
150763,464,15076300,150764
1368669,203,136866900,1368670
1109663,916,110966300,1109664
622834,340,62283400,622835
451113,145,45111300,451114
1339548,772,133954800,1339549
982168,890,98216800,982169
422149,841,42214900,422150
1654067,556,165406700,1654068
1006178,759,100617800,1006179
1572530,340,157253000,1572531
62795,747,6279500,62796
612441,880,61244100,612442
748484,29,74848400,748485
1691894,912,169189400,1691895
316461,392,31646100,316462
1295937,421,129593700,1295938
15568,543,1556800,15569
619474,237,61947400,619464
1587212,659,158721200,1587213
954647,820,95464700,954648
1597311,97,159731100,1597312
892905,828,89290500,892906
1524081,250,152408100,1524071
647809,415,64780900,647810
986531,365,98653100,986532
168146,733,16814600,168147
1843761,649,184376100,1843762
1958169,862,195816900,1958170
1859977,794,185997700,1859978
341737,658,34173700,341738
1433471,723,143347100,1433472
519211,228,51921100,519212
707246,986,70724600,707247
753399,905,75339900,753400
301399,215,30139900,301400
719146,536,71914600,719147
1576774,181,157677400,1576775
89061,634,8906100,89062
112851,817,11285100,112852
1228163,275,122816300,1228164
1477868,890,147786800,1477869
1933344,115,193334400,1933345
199575,131,19957500,199576
915585,721,91558500,915586
684038,459,68403800,684039
1099979,327,109997900,1099980
164954,557,16495400,164944
214820,280,21482000,214821
353997,950,35399700,353998
1556428,785,155642800,1556429
1225353,728,122535300,1225354
341503,369,34150300,341504
1382054,209,138205400,1382055
1088126,910,108812600,1088127
272650,475,27265000,272651
1892147,28,189214700,1892148
348594,122,34859400,348595
1691168,496,169116800,1691169
482578,479,48257800,482579
592176,26,59217600,592177
795090,757,79509000,795091
1078289,850,107828900,1078290
856047,45,85604700,856048
549244,62,54924400,549245
1548989,708,154898900,1548990
1456109,504,145610900,1456110
1873673,472,187367300,1873674
369618,569,36961800,369619
1817130,625,181713000,1817131
1082876,764,108287600,1082877
1441202,798,144120200,1441203
669093,215,66909300,669094
1909731,273,190973100,1909732
1522369,644,152236900,1522370
1792716,373,179271600,1792717
736156,590,73615600,736157
589644,273,58964400,589645
775816,273,77581600,775817
718690,39,71869000,718691
1941584,301,194158400,1941585
172576,969,17257600,172577
1897327,509,189732700,1897328
411684,749,41168400,411685
1165581,6,116558100,1165582
355468,171,35546800,355469
766373,32,76637300,766374
296752,29,29675200,296753
1231890,869,123189000,1231891
805568,513,80556800,805569
409474,933,40947400,409464
724160,503,72416000,724161
247845,544,24784500,247846
489456,618,48945600,489457
167216,918,16721600,167217
700853,503,70085300,700843
701869,661,70186900,701870
1682076,371,168207600,1682077
1765574,447,176557400,1765575
1337066,306,133706600,1337067
220834,737,22083400,220835
841107,927,84110700,841108
1552967,561,155296700,1552968
875367,15,87536700,875368
1725592,672,172559200,1725593
1385709,614,138570900,1385710
233490,303,23349000,233491
2284,697,228400,2285
537830,674,53783000,537831
835750,38,83575000,835751
1040968,14,104096800,1040969
164353,787,16435300,164354
41008,353,4100800,41009
1229873,942,122987300,1229874
1681229,63,168122900,1681230
1872892,681,187289200,1872893
415993,214,41599300,415994
1198069,973,119806900,1198070
1765467,35,176546700,1765468
1615694,522,161569400,1615695
985249,842,98524900,985250
696361,540,69636100,696362
870861,22,87086100,870862
1452480,314,145248000,1452481
1670978,436,167097800,1670979
54237,712,5423700,54238
922813,405,92281300,922814
755551,194,75555100,755552
376281,130,37628100,376282
471209,331,47120900,471210
784704,804,78470400,784705
719281,143,71928100,719282
1561373,152,156137300,1561374
1764174,346,176417400,1764175
1830454,561,183045400,1830455
665514,679,66551400,665515
484109,955,48410900,484110
1404623,880,140462300,1404624
1035052,969,103505200,1035053
391162,483,39116200,391163
1979819,598,197981900,1979820
520199,771,52019900,520200
906742,509,90674200,906743
859134,516,85913400,859135
198913,296,19891300,198914
176856,672,17685600,176857
1607321,412,160732100,1607322
457436,709,45743600,457437
1460272,631,146027200,1460273
1947794,663,194779400,1947795
50948,86,5094800,50949
20304,94,2030400,20305
1908834,4,190883400,1908835
1101768,266,110176800,1101769
1975890,27,197589000,1975891
789660,893,78966000,789661
1612874,181,161287400,1612875
642652,597,64265200,642653
1113283,867,111328300,1113284
724314,596,72431400,724315
1437576,973,143757600,1437577
967114,865,96711400,967115
1100941,386,110094100,1100942
1757096,427,175709600,1757097
1065133,931,106513300,1065134
1890088,732,189008800,1890089
445925,377,44592500,445926
1809001,169,180900100,1809002
495623,768,49562300,495624
729559,702,72955900,729560
1463831,980,146383100,1463832
1223956,523,122395600,1223957
979599,710,97959900,979600
1130064,278,113006400,1130065
1329346,163,132934600,1329347
1808211,372,180821100,1808212
1198960,828,119896000,1198961
1441158,702,144115800,1441159
1237717,55,123771700,1237718
1268488,748,126848800,1268489
1114198,70,111419800,1114199
936591,894,93659100,936592
1405581,711,140558100,1405582
1606328,277,160632800,1606329
1655997,552,165599700,1655998
563930,344,56393000,563931
465741,880,46574100,465742
1493132,56,149313200,1493133
1008758,969,100875800,1008759
1163520,958,116352000,1163521
906128,11,90612800,906118
561849,777,56184900,561850
175635,770,17563500,175636
811054,704,81105400,811055
929193,343,92919300,929194
719975,374,71997500,719976
71273,465,7127300,71274
1387139,193,138713900,1387140
1586811,500,158681100,1586812
926016,220,92601600,926017
830715,714,83071500,830716
946310,164,94631000,946311
1665971,304,166597100,1665972
755155,561,75515500,755156
84264,697,8426400,84265
1288146,691,128814600,1288147
456970,777,45697000,456971
1325369,243,132536900,1325370
1949955,705,194995500,1949956
956530,412,95653000,956531
1202649,550,120264900,1202650
451874,286,45187400,451875
1994280,455,199428000,1994281
178100,958,17810000,178101
726970,300,72697000,726971
383715,603,38371500,383716
16415,998,1641500,16416
1410681,839,141068100,1410682
782864,141,78286400,782865
338923,391,33892300,338924
467397,691,46739700,467398
445382,140,44538200,445383
1644167,674,164416700,1644168
1353923,689,135392300,1353924
1050116,938,105011600,1050117
1150523,333,115052300,1150524
870626,206,87062600,870627
158484,940,15848400,158485
167063,957,16706300,167064
603617,740,60361700,603618
410371,978,41037100,410372
1682303,882,168230300,1682304
523256,496,52325600,523257
1030440,713,103044000,1030441
446910,902,44691000,446911
1338636,345,133863600,1338637
1930645,290,193064500,1930646
330928,34,33092800,330929
366736,675,36673600,366737
1992118,605,199211800,1992119
725669,351,72566900,725670
254454,414,25445400,254455
902494,512,90249400,902495
1846868,354,184686800,1846869
663498,374,66349800,663499
201123,832,20112300,201124
1238125,851,123812500,1238126
683304,956,68330400,683305
725337,787,72533700,725338
1645358,745,164535800,1645359
1371672,63,137167200,1371673
1830315,780,183031500,1830316
1551763,946,155176300,1551764
1276639,395,127663900,1276640
1165638,315,116563800,1165639
1378684,963,137868400,1378685
1789175,585,178917500,1789176
1946215,664,194621500,1946216
898814,949,89881400,898815
591706,780,59170600,591707
1993769,809,199376900,1993770
310081,521,31008100,310082
739120,29,73912000,739121
347744,110,34774400,347745
1863191,321,186319100,1863181
1174234,895,117423400,1174235
1321646,761,132164600,1321647
551559,71,55155900,551560
772344,958,77234400,772345
290546,596,29054600,290547
954482,458,95448200,954483
799534,386,79953400,799535
1192182,129,119218200,1192183
1405465,479,140546500,1405466
1373414,906,137341400,1373415
1201339,250,120133900,1201340
475442,961,47544200,475443
911230,916,91123000,911231
223279,867,22327900,223280
1993200,473,199320000,1993201
3593,693,359300,3594
68510,477,6851000,68511
783639,450,78363900,783640
1492603,172,149260300,1492604
1345427,99,134542700,1345428
414497,543,41449700,414498
1283076,847,128307600,1283077
298534,866,29853400,298535
1035867,282,103586700,1035857
994719,856,99471900,994720
1355290,679,135529000,1355291
1402011,62,140201100,1402012
49970,596,4997000,49971
936939,397,93693900,936940
1694329,659,169432900,1694330
551730,854,55173000,551731
1031633,907,103163300,1031634
50977,434,5097700,50978
1049836,799,104983600,1049837
722382,471,72238200,722383
132482,750,13248200,132483
1538682,606,153868200,1538683
158240,771,15824000,158241
465527,715,46552700,465528
554904,133,55490400,554905
491606,7,49160600,491607
259171,585,25917100,259172
1854135,566,185413500,1854136
1239722,516,123972200,1239723
1962325,210,196232500,1962326
1810408,789,181040800,1810409
1661088,697,166108800,1661089
894149,284,89414900,894150
42280,675,4228000,42281
1030791,940,103079100,1030792
14830,86,1483000,14831
126616,902,12661600,126617
1961212,664,196121200,1961213
554149,231,55414900,554150
1502017,639,150201700,1502018
1779267,994,177926700,1779268
1672383,897,167238300,1672384
31728,776,3172800,31729
1387250,891,138725000,1387251
657614,565,65761400,657615
1214703,974,121470300,1214704
1793923,695,179392300,1793924
1859448,152,185944800,1859449
1309883,5,130988300,1309884
720937,656,72093700,720938
843560,920,84356000,843561
251077,641,25107700,251078
1246583,778,124658300,1246573
503020,780,50302000,503021
894241,262,89424100,894242
1706621,939,170662100,1706622
1352220,480,135222000,1352221
1911723,719,191172300,1911724
244203,300,24420300,244204
430307,904,43030700,430308
902662,28,90266200,902663
1734788,402,173478800,1734778
1929820,970,192982000,1929821
728066,230,72806600,728067
151385,528,15138500,151386
1171963,108,117196300,1171964
1429402,563,142940200,1429403
1293712,170,129371200,1293713
1698312,707,169831200,1698302
547764,621,54776400,547765
1833674,888,183367400,1833675
201084,465,20108400,201085
1091358,793,109135800,1091359
997381,128,99738100,997382
933743,498,93374300,933744
59668,936,5966800,59669
462136,378,46213600,462137
1606716,839,160671600,1606717
1887586,748,188758600,1887587
756695,44,75669500,756696
1384740,617,138474000,1384741
1826850,386,182685000,1826851
543911,330,54391100,543912
1908066,760,190806600,1908067
1973937,834,197393700,1973938
273675,627,27367500,273676
1317931,531,131793100,1317932
507887,624,50788700,507888
413890,91,41389000,413891
506134,581,50613400,506124
274351,902,27435100,274352
48842,960,4884200,48843
1017892,719,101789200,1017893
652495,839,65249500,652496
1874610,746,187461000,1874611
1746077,849,174607700,1746078
1968238,484,196823800,1968239
812448,768,81244800,812449
1496732,857,149673200,1496733
1333893,549,133389300,1333894
818680,578,81868000,818681
1214497,514,121449700,1214498
1761891,494,176189100,1761892
1381942,543,138194200,1381943
313822,339,31382200,313823
1021520,760,102152000,1021521
1183027,667,118302700,1183028
1689694,118,168969400,1689695
389352,405,38935200,389353
1665179,165,166517900,1665180
1056592,200,105659200,1056593
1097032,653,109703200,1097022
1522911,310,152291100,1522912
978866,598,97886600,978867
1714728,911,171472800,1714729
316297,141,31629700,316298
1547272,304,154727200,1547273
941640,567,94164000,941641
684627,22,68462700,684628
1083256,839,108325600,1083257
314581,242,31458100,314582
794218,877,79421800,794219
1994257,838,199425700,1994258
1014898,149,101489800,1014899
1063217,297,106321700,1063218
1405360,93,140536000,1405361
787141,716,78714100,787142
1597612,271,159761200,1597613
914070,783,91407000,914071
1156284,619,115628400,1156285
1704124,609,170412400,1704125
1604714,413,160471400,1604715
1835545,531,183554500,1835546
1383778,308,138377800,1383779
1945782,940,194578200,1945783
354299,963,35429900,354300
1167038,375,116703800,1167039
1196002,364,119600200,1196003
588418,635,58841800,588419
649831,469,64983100,649832
1148374,967,114837400,1148375
240579,761,24057900,240580
1267459,630,126745900,1267449
1148125,735,114812500,1148126
1881813,932,188181300,1881814
1707890,237,170789000,1707891
292715,640,29271500,292716
86488,505,8648800,86489
892273,629,89227300,892274
735932,233,73593200,735933
1655598,804,165559800,1655599
42751,201,4275100,42752
443381,108,44338100,443382
54275,550,5427500,54276
1961554,610,196155400,1961555
1530685,850,153068500,1530686
931147,959,93114700,931148
366419,606,36641900,366420
1350694,765,135069400,1350695
628354,308,62835400,628355
1015117,761,101511700,1015118
573873,472,57387300,573874
416325,12,41632500,416326
804403,375,80440300,804404
1689430,338,168943000,1689431
165204,403,16520400,165205
604319,248,60431900,604320
1136761,792,113676100,1136762
1253946,46,125394600,1253947
474877,393,47487700,474878
797404,155,79740400,797405
843765,599,84376500,843766
616285,569,61628500,616286
1852750,434,185275000,1852751
1518221,610,151822100,1518222
1825471,850,182547100,1825472
648144,343,64814400,648145
1500469,741,150046900,1500470
1000428,375,100042800,1000429
1476217,750,147621700,1476218
386970,529,38697000,386971
1930630,658,193063000,1930631
1563279,754,156327900,1563280
1937206,426,193720600,1937207
61863,796,6186300,61864
1782594,73,178259400,1782595
1071511,23,107151100,1071512
1112229,864,111222900,1112230
1618453,361,161845300,1618454
615633,338,61563300,615634
435752,823,43575200,435753
456193,412,45619300,456194
1176246,672,117624600,1176247
1103938,980,110393800,1103939
1763845,356,176384500,1763846
1239876,429,123987600,1239877
1218817,450,121881700,1218818
873033,341,87303300,873034
796044,976,79604400,796045
89967,183,8996700,89968
1715228,974,171522800,1715229
1532991,505,153299100,1532992
626297,776,62629700,626298
820371,797,82037100,820372
1346377,481,134637700,1346378
659324,377,65932400,659325
1425214,529,142521400,1425215
150058,747,15005800,150059
785144,985,78514400,785145
861946,151,86194600,861947
1784440,655,178444000,1784441
549064,377,54906400,549065
543935,859,54393500,543936
1868919,271,186891900,1868909
1644629,797,164462900,1644630
662238,684,66223800,662239
834802,305,83480200,834803
1899995,95,189999500,1899996
30651,999,3065100,30652
782958,123,78295800,782959
561804,785,56180400,561805
1585837,50,158583700,1585838
261434,19,26143400,261435
1582077,732,158207700,1582078
1223228,262,122322800,1223229
1695270,675,169527000,1695260
1108982,384,110898200,1108983
409540,223,40954000,409541
209178,406,20917800,209179
1739819,809,173981900,1739820
1048913,784,104891300,1048914
1063838,456,106383800,1063839
1160395,527,116039500,1160396
1028764,813,102876400,1028765
1257445,44,125744500,1257446
1180481,494,118048100,1180482
901359,270,90135900,901360
443593,452,44359300,443594
1461571,52,146157100,1461572
324466,550,32446600,324467
1397571,223,139757100,1397572
1257065,706,125706500,1257066
1829239,811,182923900,1829240
954342,433,95434200,954343
740865,83,74086500,740866
1256315,968,125631500,1256316
1574640,971,157464000,1574641
1932030,698,193203000,1932031
1548766,42,154876600,1548767
1268429,208,126842900,1268430
728262,961,72826200,728263
1511268,460,151126800,1511269
1153462,579,115346200,1153463
1476997,278,147699700,1476987
1123287,91,112328700,1123288
1387416,418,138741600,1387417
415110,389,41511000,415111
1004292,991,100429200,1004293
1121061,304,112106100,1121051
13790,772,1379000,13780
1550432,20,155043200,1550433
957433,475,95743300,957434
227042,929,22704200,227043
1362539,611,136253900,1362540
1151034,20,115103400,1151035
330733,596,33073300,330734
388012,917,38801200,388013
1801404,233,180140400,1801405
263349,244,26334900,263350
1318226,877,131822600,1318227
63439,183,6343900,63440
489363,124,48936300,489364
734524,437,73452400,734525
534298,936,53429800,534299
1156437,542,115643700,1156438
1051654,21,105165400,1051655
603588,351,60358800,603589
1115023,459,111502300,1115024
1778227,684,177822700,1778228
32184,676,3218400,32185
843196,523,84319600,843197
321801,698,32180100,321802
1951881,946,195188100,1951882
1794265,561,179426500,1794266
1315507,141,131550700,1315508
67757,576,6775700,67758
1345288,531,134528800,1345289
445099,650,44509900,445100
403782,942,40378200,403783
1605774,401,160577400,1605775
325292,147,32529200,325293
1189784,67,118978400,1189785
905158,547,90515800,905159
905753,948,90575300,905754
300199,540,30019900,300200
1866875,448,186687500,1866865
1330302,503,133030200,1330303
20606,482,2060600,20607
155249,909,15524900,155250
1506554,926,150655400,1506544
118968,944,11896800,118969
109012,830,10901200,109013
1101181,654,110118100,1101182
1086971,199,108697100,1086972
1476246,755,147624600,1476247
1384836,167,138483600,1384837
290659,809,29065900,290660
1427715,891,142771500,1427716
1312370,818,131237000,1312371
325847,658,32584700,325848
617339,326,61733900,617340
1227678,351,122767800,1227679
168437,572,16843700,168438
661165,78,66116500,661166
629250,726,62925000,629251
272251,123,27225100,272252
1546894,659,154689400,1546895
531105,90,53110500,531106
296672,24,29667200,296673
1220781,475,122078100,1220782
939616,863,93961600,939617
1610133,708,161013300,1610134
1413477,652,141347700,1413478
734327,371,73432700,734328
197767,683,19776700,197768
277852,302,27785200,277853
1279948,615,127994800,1279949
501239,802,50123900,501240
42907,441,4290700,42908
391543,617,39154300,391544
532195,327,53219500,532196
1817286,445,181728600,1817287
1082470,686,108247000,1082471
391503,66,39150300,391504
1829758,596,182975800,1829759
659553,752,65955300,659554
304767,873,30476700,304768
1202868,598,120286800,1202869
1282447,72,128244700,1282448
1667131,761,166713100,1667132
364490,340,36449000,364491
1893742,599,189374200,1893743
1136130,608,113613000,1136131
1795541,405,179554100,1795542
689063,773,68906300,689064
1684924,779,168492400,1684925
1915777,237,191577700,1915778
613440,914,61344000,613441
1955455,928,195545500,1955456
1688156,88,168815600,1688157
1717368,855,171736800,1717369
1085610,962,108561000,1085611
777636,19,77763600,777637
1213679,420,121367900,1213680
1759567,670,175956700,1759568
1667932,131,166793200,1667922
1872811,877,187281100,1872812
1661580,526,166158000,1661581
1986654,70,198665400,1986655
54539,293,5453900,54540
1309295,218,130929500,1309296
282005,246,28200500,282006
11862,92,1186200,11863
1712024,44,171202400,1712025
492984,8,49298400,492985
339107,399,33910700,339108
1376337,675,137633700,1376338
1573121,138,157312100,1573122
685622,642,68562200,685623
1335605,141,133560500,1335606
964737,197,96473700,964738
201070,311,20107000,201071
1728998,583,172899800,1728999
1070359,771,107035900,1070360
791571,291,79157100,791572
306424,990,30642400,306425
1692044,561,169204400,1692045
1367129,317,136712900,1367130
838404,544,83840400,838405
678105,933,67810500,678106
1831153,45,183115300,1831154
883567,922,88356700,883557
352076,127,35207600,352077
236805,914,23680500,236806
1982347,749,198234700,1982348
591343,126,59134300,591344
1047057,893,104705700,1047058
1503460,575,150346000,1503461
793818,744,79381800,793819
101109,805,10110900,101110
449972,493,44997200,449973
871282,535,87128200,871283
975561,721,97556100,975562
954677,730,95467700,954667
734717,450,73471700,734718
1640934,345,164093400,1640935
1873482,449,187348200,1873483
411074,513,41107400,411075
1285224,756,128522400,1285225
1448598,543,144859800,1448599
363129,6,36312900,363130
750084,767,75008400,750085
1271754,515,127175400,1271755
1007870,990,100787000,1007871
655398,541,65539800,655388
51680,621,5168000,51681
27373,915,2737300,27374
117562,866,11756200,117563
1717661,767,171766100,1717662
1094105,685,109410500,1094106
1780517,102,178051700,1780518
959937,618,95993700,959938
1940013,576,194001300,1940014
432658,793,43265800,432659
330363,416,33036300,330364
297852,993,29785200,297853
48872,852,4887200,48873
796625,681,79662500,796626
883956,359,88395600,883957
1553559,440,155355900,1553560
830200,287,83020000,830201
1682279,357,168227900,1682280
1794290,276,179429000,1794291
1632194,73,163219400,1632195
292112,78,29211200,292113
1030621,467,103062100,1030622
1893884,425,189388400,1893885
1500221,156,150022100,1500222
1002705,34,100270500,1002706
1945044,873,194504400,1945045
1091368,318,109136800,1091369
477065,738,47706500,477066
831148,547,83114800,831149
1065912,549,106591200,1065913
152932,710,15293200,152933
1963331,310,196333100,1963332
1802958,52,180295800,1802959
466679,320,46667900,466680
811226,190,81122600,811227
580502,151,58050200,580503
1712344,581,171234400,1712345
275891,952,27589100,275892
1939203,970,193920300,1939204
58685,188,5868500,58686
1750265,957,175026500,1750266
1818606,837,181860600,1818607
592534,551,59253400,592535
337974,301,33797400,337975
1032833,241,103283300,1032834
1971864,401,197186400,1971865
734592,784,73459200,734593
1179735,317,117973500,1179736
268549,509,26854900,268550
1671137,636,167113700,1671138
334194,208,33419400,334195
151634,590,15163400,151635
181761,998,18176100,181762
183751,342,18375100,183752
537408,897,53740800,537409
520369,278,52036900,520370
1110577,16,111057700,1110578
46731,317,4673100,46721
1815215,235,181521500,1815216
1663091,384,166309100,1663092
456671,592,45667100,456672
1762418,794,176241800,1762419
435695,888,43569500,435696
377408,544,37740800,377398
935639,346,93563900,935640
1020287,115,102028700,1020288
1802042,560,180204200,1802043
1517616,45,151761600,1517617
93753,991,9375300,93754
905386,497,90538600,905387
925928,481,92592800,925929
543528,712,54352800,543529
1186149,608,118614900,1186150
1706217,590,170621700,1706218
1078918,624,107891800,1078919
36942,119,3694200,36943
973974,435,97397400,973975
224733,364,22473300,224734
631935,873,63193500,631936
1638987,269,163898700,1638988
821774,809,82177400,821775
672876,495,67287600,672866
792267,611,79226700,792268
1401361,470,140136100,1401362
1073996,564,107399600,1073997
1480656,181,148065600,1480657
369514,714,36951400,369515
324943,416,32494300,324944
362978,857,36297800,362979
873706,123,87370600,873707
1982479,649,198247900,1982480
534324,286,53432400,534325
1388296,70,138829600,1388297
1631325,556,163132500,1631326
735824,701,73582400,735825
1426648,542,142664800,1426649
1672712,254,167271200,1672713
1320950,832,132095000,1320951
479447,915,47944700,479448
1614356,952,161435600,1614357
1770944,610,177094400,1770945
817528,89,81752800,817529
1679189,125,167918900,1679190
1363816,652,136381600,1363817
207368,163,20736800,207369
856475,471,85647500,856476
1397942,546,139794200,1397943
257739,796,25773900,257740
826082,417,82608200,826083
662515,772,66251500,662516
522411,308,52241100,522412
609133,521,60913300,609134
758626,26,75862600,758627
1095729,980,109572900,1095730
1071290,396,107129000,1071291
1978308,176,197830800,1978309
1601494,847,160149400,1601495
302027,397,30202700,302028
713490,290,71349000,713491
1435166,236,143516600,1435167
89116,950,8911600,89117
1323494,840,132349400,1323495
342675,688,34267500,342676
1564810,285,156481000,1564811
735759,427,73575900,735760
920404,674,92040400,920405
708177,960,70817700,708178
1191185,914,119118500,1191186
1348284,395,134828400,1348285
348939,669,34893900,348940
1324894,295,132489400,1324895
1508839,644,150883900,1508840
1119518,510,111951800,1119519
1503161,454,150316100,1503162
1917609,649,191760900,1917610
807043,668,80704300,807044
168728,653,16872800,168729
638427,625,63842700,638428
1329985,658,132998500,1329986
1511958,846,151195800,1511959
857381,788,85738100,857382
888438,376,88843800,888439
1489218,646,148921800,1489219
83549,620,8354900,83550
1422882,92,142288200,1422883
1006137,393,100613700,1006138
1665934,124,166593400,1665935
1573800,996,157380000,1573801
668197,21,66819700,668198
1132792,65,113279200,1132793
469078,393,46907800,469079
438748,629,43874800,438749
1101315,229,110131500,1101316
1634392,447,163439200,1634393
573919,889,57391900,573920
1984392,167,198439200,1984393
1419808,296,141980800,1419809
1871248,895,187124800,1871249
1448849,747,144884900,1448850
302727,9,30272700,302728
186862,384,18686200,186863
396722,11,39672200,396723
275257,252,27525700,275258
1721004,87,172100400,1721005
1995032,30,199503200,1995033
1248704,295,124870400,1248705
254551,552,25455100,254552
1187672,782,118767200,1187673
74198,837,7419800,74199
1920522,536,192052200,1920523
797854,557,79785400,797855
1967138,954,196713800,1967139
650899,629,65089900,650900
